name,test/acc_hexos,_runtime,test/loss_hexos,_timestamp,test/loss_in_distribution,_wandb,_step,test/acc_stripes,test/loss_stripes,test/acc_in_distribution,sa_kwargs,d_model,image_shape,ra_type,n_layers,task,bias,norm_first,dff,activation,n_heads_sa,num_params,pool,symbol_retrieval_kwargs,patch_size,num_classes,val_size,ra_kwargs,dropout_rate,baseline_model,train_size,model_config,symbol_retrieval,group,n_heads_ra,model_name
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1250__2024_08_01_17_17_53,0.5952500104904175,63.5042781829834,1.3029669523239136,1722547137.239031,1.168770670890808,{'runtime': 61},0.0,0.5774000287055969,1.4968540668487549,0.6230000257492065,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1250,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2000__2024_08_01_17_17_53,0.6722999811172485,36.79872512817383,0.8247844576835632,1722547110.803245,0.7424873113632202,{'runtime': 34},0.0,0.6523000001907349,0.9050207138061525,0.7063000202178955,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2000__2024_08_01_17_17_51,0.8934000134468079,43.161487102508545,0.5604579448699951,1722547114.360553,0.3561580777168274,{'runtime': 42},0.0,0.8491799831390381,0.7545288801193237,0.9254999756813048,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1500__2024_08_01_17_17_50,0.5625500082969666,60.661402225494385,1.2938026189804075,1722547131.2556963,1.230596661567688,{'runtime': 59},0.0,0.5645999908447266,1.151242733001709,0.5717999935150146,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1500,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1750__2024_08_01_17_17_48,0.746749997138977,41.78892874717712,0.8135085701942444,1722547110.8262088,0.583441436290741,{'runtime': 40},0.0,0.66839998960495,1.1084376573562622,0.8104000091552734,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=750__2024_08_01_17_17_47,0.7878999710083008,46.44426727294922,0.6696383953094482,1722547114.4341302,0.6640065908432007,{'runtime': 45},0.0,0.7829999923706055,0.552251398563385,0.8090000152587891,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,750,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2250__2024_08_01_17_17_46,0.9143999814987184,41.8228919506073,0.5730193257331848,1722547108.71973,0.397090345621109,{'runtime': 40},0.0,0.7961000204086304,1.2849215269088743,0.930899977684021,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2250,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1750__2024_08_01_17_17_46,0.8450000286102295,45.18903923034668,0.8434168696403503,1722547111.6991842,0.5867863893508911,{'runtime': 44},0.0,0.6211000084877014,3.2136895656585693,0.8840000033378601,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=15000__2024_08_01_17_17_39,0.5372499823570251,54.7455677986145,1.131374716758728,1722547114.186581,1.036526441574097,{'runtime': 53},0.0,0.5332499742507935,1.0702908039093018,0.5572999715805054,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,15000,,symbolic_attention,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_17_39,0.8846499919891357,42.63055157661438,0.6184509992599487,1722547102.3004117,0.41774165630340576,{'runtime': 41},0.0,0.8316500186920166,0.5029369592666626,0.9168999791145324,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1500__2024_08_01_17_17_38,0.7972800135612488,57.224623918533325,0.6835129857063293,1722547115.8867788,0.6321583390235901,{'runtime': 55},0.0,0.7214000225067139,0.9658241271972656,0.8210999965667725,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1500,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1750__2024_08_01_17_17_32,0.7991999983787537,58.3621563911438,0.9520243406295776,1722547111.0076663,0.6155967712402344,{'runtime': 57},0.0,0.6345000267028809,2.876725435256958,0.8496000170707703,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=15000__2024_08_01_17_17_32,0.5232499837875366,80.59194016456604,1.2573111057281494,1722547132.864592,1.1687679290771484,{'runtime': 79},0.0,0.5201500058174133,1.3712797164916992,0.5561000108718872,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,15000,,positional_symbols,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=750__2024_08_01_17_17_31,0.7427999973297119,42.96097946166992,0.766965925693512,1722547094.4881804,0.8241990208625793,{'runtime': 41},0.0,0.7088500261306763,0.7129564881324768,0.7457000017166138,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,750,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_17_21,0.8367000222206116,41.94208788871765,0.7243344783782959,1722547083.228302,0.4332540035247803,{'runtime': 41},0.0,0.7245500087738037,1.0619666576385498,0.8841999769210815,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_17_07,0.6076499819755554,41.64632248878479,1.0736308097839355,1722547069.5751026,1.0543415546417236,{'runtime': 40},0.0,0.5819500088691711,0.9920575022697448,0.6406000256538391,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1500__2024_08_01_17_16_50,0.6923999786376953,55.35291337966919,0.8477436304092407,1722547065.7778814,0.7325478196144104,{'runtime': 54},0.0,0.6391000151634216,1.109160304069519,0.7311000227928162,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1500,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1750__2024_08_01_17_16_48,0.8552600145339966,58.0726637840271,0.6143655180931091,1722547066.3937707,0.5120677947998047,{'runtime': 56},0.0,0.8544999957084656,0.5014140605926514,0.8734999895095825,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=12500__2024_08_01_17_16_48,0.5043500065803528,43.40951991081238,1.3458188772201538,1722547051.5546758,1.268967628479004,{'runtime': 42},0.0,0.5088499784469604,1.525243878364563,0.5241000056266785,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,12500,,symbolic_attention,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1250__2024_08_01_17_16_48,0.8326600193977356,67.57821083068848,0.6467308402061462,1722547076.0819647,0.5384912490844727,{'runtime': 66},0.0,0.8088399767875671,0.660430908203125,0.8511000275611877,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1250,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1500__2024_08_01_17_16_48,0.8215000033378601,67.59919548034668,0.8599504828453064,1722547076.0904584,0.7062121033668518,{'runtime': 66},0.0,0.7630199790000916,1.1978793144226074,0.8421000242233276,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1500,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=500__2024_08_01_17_16_48,0.5821499824523926,38.37149930000305,0.7030723094940186,1722547046.7298565,0.7024673819541931,{'runtime': 37},0.0,0.568149983882904,0.7710636854171753,0.582099974155426,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,500,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=500__2024_08_01_17_16_48,0.6689500212669373,39.85125756263733,0.9145945310592652,1722547048.4612937,0.9092561602592468,{'runtime': 38},0.0,0.5949000120162964,1.6497092247009275,0.6865000128746033,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,500,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
